SORT1,SORT2,이름,주소,광역(특별)시/도,시/군/구,도로명,위도 경도,비고
반려 동반 가능 식당,양식,알로하오에,경기도 양평군 양서면 양수로138번길 51,경기도,양평군,양서면 양수로138번길 51,POINT (127.3222896 37.5480341),애견 동반 테라스 오픈
반려 동반 가능 식당,양식,루트889,경기도 용인시 처인구 포곡읍 성산로 435,경기도,용인시,처인구 포곡읍 성산로 435,POINT (127.204986 37.280739),
반려 동반 가능 식당,양식,문스,경기도 용인시 기흥구 죽전로15번길 15-3 1층,경기도,용인시,기흥구 죽전로15번길 15-3 1층,POINT (127.1099746 37.3218174),
반려 동반 가능 식당,양식,포멜로,경기도 용인시 기흥구 죽전로15번길 12-8 1층,경기도,용인시,기흥구 죽전로15번길 12-8 1층,POINT (127.1105056 37.3214655),
반려 동반 가능 식당,양식,파르팔레,경기도 의정부시 시민로121번길 87 2층,경기도,의정부시,시민로121번길 87 2층,POINT (127.0507748 37.7419531),
반려 동반 가능 식당,양식,고기공,경기도 파주시 파평면 율곡로 881,경기도,파주시,파평면 율곡로 881,POINT (126.8268084 37.9099915),
반려 동반 가능 식당,양식,마마경양식,경기도 파주시 가람로21번길 26-27,경기도,파주시,가람로21번길 26-27,POINT (126.7527648 37.7355214),
반려 동반 가능 식당,양식,뮌스터담,경기도 파주시 운정로 113-175,경기도,파주시,운정로 113-175,POINT (126.7841899 37.7266367),
반려 동반 가능 식당,양식,잇탈리 헤이리점,경기도 파주시 탄현면 헤이리마을길 48-9,경기도,파주시,탄현면 헤이리마을길 48-9,POINT (126.6987642 37.78790980000001),
반려 동반 가능 식당,양식,테이블드파스타,경기도 하남시 미사강변한강로354번길 10 1층,경기도,하남시,미사강변한강로354번길 10 1층,POINT (127.19263 37.56337300000001),
반려 동반 가능 식당,양식,까사밀,서울특별시 강남구 도산대로1길 83 라까사호텔 1층,서울특별시,강남구,도산대로1길 83 라까사호텔 1층,POINT (127.0195533 37.5221501),
반려 동반 가능 식당,양식,달마시안,서울특별시 강남구 압구정로42길 42,서울특별시,강남구,압구정로42길 42,POINT (127.0345172 37.5262389),
반려 동반 가능 식당,양식,립합 라운지,서울특별시 강남구 압구정로4길 14-14,서울특별시,강남구,압구정로4길 14-14,POINT (127.0197442 37.5210425),
반려 동반 가능 식당,양식,바 밀라,서울특별시 강남구 삼성로149길 13,서울특별시,강남구,삼성로149길 13,POINT (127.0465332 37.523136),
반려 동반 가능 식당,양식,비스트로상수,서울특별시 강남구 논현로 54 1층,서울특별시,강남구,논현로 54 1층,POINT (127.0474411 37.4752804),
반려 동반 가능 식당,양식,사루비아,서울특별시 강남구 논현로153길 57 1층,서울특별시,강남구,논현로153길 57 1층,POINT (126.98237 37.5793552),
반려 동반 가능 식당,양식,세바,서울특별시 강남구 언주로151길 21 1층,서울특별시,강남구,언주로151길 21 1층,POINT (127.0316974 37.521643),
반려 동반 가능 식당,양식,스케줄청담,서울특별시 강남구 선릉로152길 37 1층,서울특별시,강남구,선릉로152길 37 1층,POINT (127.0426668 37.5246112),
반려 동반 가능 식당,양식,스페인클럽 가로수본점,서울특별시 강남구 압구정로10길 26,서울특별시,강남구,압구정로10길 26,POINT (127.0219275 37.5219051),
반려 동반 가능 식당,양식,신사890,서울특별시 강남구 강남대로152길 26 2층,서울특별시,강남구,강남대로152길 26 2층,POINT (127.0215497 37.5175361),
반려 동반 가능 식당,양식,어썸로즈,서울특별시 강남구 압구정로10길 40 지하1층,서울특별시,강남구,압구정로10길 40 지하1층,POINT (127.0220009 37.5208907),
반려 동반 가능 식당,양식,에이치피 서울,서울특별시 강남구 봉은사로6길 34 지상 2층,서울특별시,강남구,봉은사로6길 34 지상 2층,POINT (127.1246453 37.4871922),
반려 동반 가능 식당,양식,윌로뜨,서울특별시 강남구 선릉로148길 48 미준빌딩 3층,서울특별시,강남구,선릉로148길 48 미준빌딩 3층,POINT (127.0434301 37.5228153),
반려 동반 가능 식당,양식,자매의 부엌,서울특별시 강남구 압구정로10길 40,서울특별시,강남구,압구정로10길 40,POINT (127.0220195 37.5208983),
반려 동반 가능 식당,양식,조인바이트,서울특별시 강남구 선릉로112길 13,서울특별시,강남구,선릉로112길 13,POINT (127.0445989 37.5114941),
반려 동반 가능 식당,양식,청담오후,서울특별시 강남구 선릉로 708 2층,서울특별시,강남구,선릉로 708 2층,POINT (127.0411314 37.5181689),
반려 동반 가능 식당,양식,틴틴 강남점,서울특별시 강남구 봉은사로2길 19,서울특별시,강남구,봉은사로2길 19,POINT (127.0261472 37.50354220000001),
반려 동반 가능 식당,양식,호쿠모쿠,서울특별시 강남구 압구정로46길 5-12 1층,서울특별시,강남구,압구정로46길 5-12 1층,POINT (127.0377047 37.52788049999999),
반려 동반 가능 식당,양식,UPPERWEST,서울특별시 강남구 도산대로15길 25,서울특별시,강남구,도산대로15길 25,POINT (127.023592 37.5197985),
반려 동반 가능 식당,양식,33acre,서울특별시 강동구 아리수로61길 33,서울특별시,강동구,아리수로61길 33,POINT (127.1498221 37.563133),
반려 동반 가능 식당,양식,닐리 고덕점,서울특별시 강동구 동남로73길 31 2층,서울특별시,강동구,동남로73길 31 2층,POINT (127.1544004 37.5527665),
반려 동반 가능 식당,양식,담금 올림픽점,서울특별시 강동구 성내로18길 37,서울특별시,강동구,성내로18길 37,POINT (127.1284273 37.52530970000001),
반려 동반 가능 식당,양식,심플잇,서울특별시 강동구 구천면로100길 11 1층 101호,서울특별시,강동구,천면로100길 11 1층 101호,POINT (127.1717121 37.5503648),
반려 동반 가능 식당,양식,라포레스타,서울특별시 강북구 월계로 173,서울특별시,강북구,월계로 173,POINT (127.0406246 37.6214312),
반려 동반 가능 식당,양식,공간녹음,서울특별시 강서구 공항대로 227 403호 마곡센트럴타워 1차,서울특별시,강서구,공항대로 227 403호 마곡센트럴타워 1차,POINT (126.832897 37.5591136),
반려 동반 가능 식당,양식,애견동반식당 사랑봄,서울특별시 관악구 신원로3가길 6,서울특별시,관악구,신원로3가길 6,POINT (126.9276702 37.4813305),
반려 동반 가능 식당,양식,해밀,서울특별시 구로구 서해안로18길 24,서울특별시,구로구,서해안로18길 24,POINT (126.8375515 37.4882942),
반려 동반 가능 식당,양식,비단콤마,서울특별시 동작구 상도로30길 40 상가 A동 107호,서울특별시,동작구,상도로30길 40 상가 A동 107호,POINT (126.9429325 37.5039763),
반려 동반 가능 식당,양식,23플래터,서울특별시 마포구 잔다리로3안길 36 1층,서울특별시,마포구,잔다리로3안길 36 1층,POINT (126.9193423 37.55042419999999),
반려 동반 가능 식당,양식,38도씨식당,서울특별시 마포구 와우산로17길 19-17 2층,서울특별시,마포구,와우산로17길 19-17 2층,POINT (126.921578 37.5493886),
반려 동반 가능 식당,양식,르팔러,서울특별시 마포구 양화로 45 103동 1층 175호 (서교동 메세나폴리스),서울특별시,마포구,양화로 45 103동 1층 175호 (서교동 메세나폴리스),POINT (126.9134767 37.5489656),
반려 동반 가능 식당,양식,마레스타,서울특별시 마포구 월드컵북로4길 15,서울특별시,마포구,월드컵북로4길 15,POINT (126.9206122 37.5571908),
반려 동반 가능 식당,양식,아로,서울특별시 마포구 동교로8길 39 1층,서울특별시,마포구,동교로8길 39 1층,POINT (126.9056101 37.5503067),
반려 동반 가능 식당,양식,얼띵앤키친,서울특별시 마포구 토정로5길 22,서울특별시,마포구,토정로5길 22,POINT (126.9185635 37.54639879999999),
반려 동반 가능 식당,양식,이응이응이응이응,서울특별시 마포구 독막로 63-1 1층 2층 정원 및 루프탑,서울특별시,마포구,독막로 63-1 1층 2층 정원 및 루프탑,POINT (126.9206978 37.5480344),
반려 동반 가능 식당,양식,장화신은고양이,서울특별시 마포구 월드컵로19길 16 지하,서울특별시,마포구,월드컵로19길 16 지하,POINT (126.9081978 37.5567076),
반려 동반 가능 식당,양식,카페 뚜또 페르 뚜띠,서울특별시 마포구 동교로 149-16,서울특별시,마포구,동교로 149-16,POINT (126.9181098 37.55562),
반려 동반 가능 식당,양식,풀스트릿,서울특별시 마포구 동교로51안길 16 풀스트릿,서울특별시,마포구,동교로51안길 16 풀스트릿,POINT (126.9246108 37.5652285),
반려 동반 가능 식당,양식,훌라훌라,서울특별시 마포구 희우정로10길 4,서울특별시,마포구,희우정로10길 4,POINT (126.9046156 37.5526068),
반려 동반 가능 식당,양식,July 16th,서울특별시 마포구 와우산로23길 35-6 3층,서울특별시,마포구,와우산로23길 35-6 3층,POINT (126.923292 37.55453649999999),
반려 동반 가능 식당,양식,로라,서울특별시 서대문구 증가로32길 23-8 1층,서울특별시,서대문구,증가로32길 23-8 1층,POINT (126.9120482 37.5848694),
반려 동반 가능 식당,양식,마우디,서울특별시 서대문구 연희로11길 18,서울특별시,서대문구,연희로11길 18,POINT (126.9301042 37.5674559),
반려 동반 가능 식당,양식,희게,서울특별시 서대문구 증가로 1 2층,서울특별시,서대문구,증가로 1 2층,POINT (126.9319079 37.5686237),
반려 동반 가능 식당,양식,다 피타 시그니처,서울특별시 서초구 서초대로 3-4 1층 106호,서울특별시,서초구,서초대로 3-4 1층 106호,POINT (126.9830638 37.4860394),
반려 동반 가능 식당,양식,모나크비스트로,서울특별시 서초구 잠원로 145-57 메리모나크 3층,서울특별시,서초구,잠원로 145-57 메리모나크 3층,POINT (127.0078431 37.51923049999999),
반려 동반 가능 식당,양식,문쥬스,서울특별시 서초구 서초대로25길 33 1층,서울특별시,서초구,서초대로25길 33 1층,POINT (126.9934482 37.48917749999999),
반려 동반 가능 식당,양식,미스터처비,서울특별시 서초구 방배로26길 19 2층,서울특별시,서초구,방배로26길 19 2층,POINT (126.9938955 37.4893876),
반려 동반 가능 식당,양식,미스터처비 반포점,서울특별시 서초구 사평대로45길 10-25,서울특별시,서초구,사평대로45길 10-25,POINT (127.0139319 37.5065936),
반려 동반 가능 식당,양식,파스타 트리오,서울특별시 서초구 강남대로 545-15 미주빌딩 102호,서울특별시,서초구,강남대로 545-15 미주빌딩 102호,POINT (127.0204248 37.51015719999999),
반려 동반 가능 식당,양식,푸드더즈매터,서울특별시 서초구 서래로1길 10 1층,서울특별시,서초구,서래로1길 10 1층,POINT (126.9970973 37.49620120000001),
반려 동반 가능 식당,양식,HIDE 방배,서울특별시 서초구 방배중앙로 164,서울특별시,서초구,방배중앙로 164,POINT (126.9865405 37.4936595),
반려 동반 가능 식당,양식,누메로도스,서울특별시 성동구 상원1길 35-9,서울특별시,성동구,상원1길 35-9,POINT (127.0473209 37.54632350000001),
반려 동반 가능 식당,양식,누메로뜨레스,서울특별시 성동구 성수일로 21 1층,서울특별시,성동구,성수일로 21 1층,POINT (127.0485921 37.5425602),
반려 동반 가능 식당,양식,아치,서울특별시 성동구 서울숲2길 20-12,서울특별시,성동구,서울숲2길 20-12,POINT (127.0407314 37.5467585),
반려 동반 가능 식당,양식,코시나,서울특별시 성동구 성수일로11길 8 선일빌딩1층,서울특별시,성동구,성수일로11길 8 선일빌딩1층,POINT (127.0507211 37.5491207),
반려 동반 가능 식당,양식,포피나,서울특별시 성동구 서울숲2길 13 1층,서울특별시,성동구,서울숲2길 13 1층,POINT (127.0401893 37.5472921),
반려 동반 가능 식당,양식,dooop,서울특별시 성동구 서울숲2길 16-8 1층,서울특별시,성동구,서울숲2길 16-8 1층,POINT (127.0402181 37.5469895),
반려 동반 가능 식당,양식,도이칠란드 박,서울특별시 성북구 솔샘로6길 30-15 1층,서울특별시,성북구,솔샘로6길 30-15 1층,POINT (127.0069599 37.6087743),
반려 동반 가능 식당,양식,빌라드코스테스,서울특별시 성북구 화랑로5길 4,서울특별시,성북구,화랑로5길 4,POINT (127.0390983 37.60270879999999),
반려 동반 가능 식당,양식,이태리맨션,서울특별시 성북구 동소문로26마길 2-4 1층,서울특별시,성북구,동소문로26마길 2-4 1층,POINT (127.0212281 37.5937778),
반려 동반 가능 식당,양식,쵸이양식,서울특별시 성북구 동소문로20나길 26-1 2층,서울특별시,성북구,동소문로20나길 26-1 2층,POINT (127.0180602 37.592253),
반려 동반 가능 식당,양식,테레,"서울특별시 성북구 정릉로27길 40 지하1층, 1~2층",서울특별시,성북구,"정릉로27길 40 지하1층, 1~2층",POINT (127.0136753 37.6055013),
반려 동반 가능 식당,양식,wnch,서울특별시 성북구 고려대로7길 48 1층,서울특별시,성북구,고려대로7길 48 1층,POINT (127.020147 37.58802920000001),
반려 동반 가능 식당,양식,라코즈,서울특별시 송파구 백제고분로45길 40 a동 2층 201호,서울특별시,송파구,백제고분로45길 40 a동 2층 201호,POINT (127.1074854 37.5109904),
반려 동반 가능 식당,양식,로얄테라스가든,서울특별시 송파구 올림픽로 300,서울특별시,송파구,올림픽로 300,POINT (127.103495 37.5130605),
반려 동반 가능 식당,양식,빈티지 1981,서울특별시 송파구 석촌호수로 194 태호빌딩 2층,서울특별시,송파구,석촌호수로 194 태호빌딩 2층,POINT (127.0985653 37.50620200000001),
반려 동반 가능 식당,양식,옐로우팟,서울특별시 송파구 송파대로 167 문정역테라타워 1차 A동 120호,서울특별시,송파구,송파대로 167 문정역테라타워 1차 A동 120호,POINT (127.1258648 37.48452320000001),
반려 동반 가능 식당,양식,쿠치나 디 까사,"서울특별시 송파구 송파대로 201 송파테라타워2 A동 1층 A-110,111호",서울특별시,송파구,"송파대로 201 송파테라타워2 A동 1층 A-110,111호",POINT (127.1195202 37.487033),
